"doc_id","term","freq"
"4","malnutrit","1"
"4","metabol","2"
"4","molecul","1"
"4","multifactori","1"
"4","neuroimmunoendocrin","1"
"4","nutrit","2"
"4","odor","3"
"4","often","2"
"4","olfact","1"
"4","olfactori","7"
"4","patholog","1"
"4","patient","2"
"4","periton","1"
"4","posit","1"
"4","preval","1"
"4","progress","2"
"4","prolactin","1"
"4","protein","1"
"4","public","1"
"4","rang","1"
"4","renal","2"
"4","review","1"
"4","serum","1"
"4","sever","2"
"4","state","2"
"4","status","2"
"4","strong","2"
"4","threshold","1"
"4","transplant","1"
"4","ultim","1"
"4","whether","2"
"4","wide","1"
"5","disord","1"
"5","provok","1"
"5","system","1"
"5","also","2"
"5","connect","2"
"5","depress","8"
"5","describ","2"
"5","import","1"
"5","observ","1"
"5","respons","1"
"5","chronic","1"
"5","discuss","1"
"5","health","1"
"5","impact","1"
"5","inflamm","5"
"5","inflammatori","1"
"5","interconnect","1"
"5","level","1"
"5","link","1"
"5","patholog","1"
"5","patient","1"
"5","review","1"
"5","status","1"
"5","whether","1"
"5","acceler","1"
"5","age","2"
"5","attrit","3"
"5","augment","1"
"5","axi","1"
"5","biolog","1"
"5","byproduct","1"
"5","cellular","1"
"5","commens","1"
"5","condit","1"
"5","consid","1"
"5","consortia","1"
"5","cortisol","2"
"5","dysbiosi","5"
"5","gain","1"
"5","gut","6"
"5","gutbrain","1"
"5","herein","2"
"5","hostimmun","1"
"5","hyperinflamm","2"
"5","includ","1"
"5","indispens","1"
"5","individu","1"
"5","influenc","1"
"5","interplay","1"
"5","intestin","1"
"5","length","2"
"5","manag","1"
"5","manifest","2"
"5","marker","1"
"5","mental","1"
"5","microbi","1"
"5","microbiom","1"
"5","microflora","1"
"5","modul","1"
"5","moreov","1"
"5","negat","1"
"5","neurobiolog","1"
"5","note","1"
"5","occur","1"
"5","permeabl","1"
"5","perturb","1"
"5","physic","1"
"5","plausibl","1"
"5","psychiatr","1"
"5","regul","1"
"5","report","1"
"5","repres","1"
"5","risk","2"
"5","shorten","4"
"5","summar","1"
"5","telomer","9"
"5","triad","2"
"5","turn","1"
"5","well","1"
"6","activ","1"
"6","associ","2"
"6","cognit","2"
"6","disord","1"
"6","field","1"
"6","provok","2"
"6","relat","3"
"6","use","1"
"6","adult","2"
"6","furthermor","1"
"6","glutam","1"
"6","may","1"
"6","neuron","4"
"6","plastic","2"
"6","presynapt","1"
"6","releas","1"
"6","respons","3"
"6","synapt","2"
"6","transmiss","1"
"6","wit","1"
"6","accompani","1"
"6","chronic","2"
"6","declin","1"
"6","function","2"
"6","imbal","1"
"6","level","4"
"6","like","1"
"6","patient","1"
"6","wide","1"
"6","includ","1"
"6","modul","1"
"6","neurobiolog","1"
"6","regul","2"
"6","repres","1"
"6","acut","1"
"6","administ","1"
"6","administr","2"
"6","base","1"
"6","bdnf","1"
"6","caspas","1"
"6","chang","1"
"6","death","1"
"6","dendrit","2"
"6","dose","1"
"6","elev","1"
"6","epilepsi","3"
"6","eventu","1"
"6","exacerb","1"
"6","excit","3"
"6","excitatori","1"
"6","experienc","1"
"6","experiment","1"
"6","general","1"
"6","gfap","1"
"6","glutaminas","1"
"6","higher","1"
"6","hippocamp","3"
"6","howev","1"
"6","impuls","1"
"6","increas","3"
"6","inde","1"
"6","inform","1"
"6","inhibit","1"
"6","later","1"
"6","male","1"
"6","min","2"
"6","model","1"
"6","mushroom","2"
"6","neurobehavior","1"
"6","neurochem","1"
"6","novo","1"
"6","paramet","1"
"6","part","1"
"6","pentylenetetrazol","1"
"6","pentylenetetrazolinduc","1"
"6","potenti","1"
"6","psd","1"
"6","ptz","3"
"6","pyramid","2"
"6","rat","3"
"6","reduct","1"
"6","seizur","3"
"6","similar","1"
"6","singl","1"
"6","spine","7"
"6","spinogenesi","1"
"6","storag","1"
"6","stubbi","1"
"6","studi","3"
"6","suggest","3"
"6","synaptophysin","1"
"6","thin","1"
"6","toxic","1"
"6","transform","1"
"6","tunel","1"
"6","various","2"
"6","viabl","1"
"6","wherebi","1"
"7","anim","1"
"7","behavior","1"
"7","block","4"
"7","caus","1"
"7","deriv","1"
"7","disord","2"
"7","effect","1"
"7","induc","1"
"7","provok","1"
"7","symptom","1"
"7","system","1"
"7","test","1"
"7","treatment","1"
"7","analysi","1"
"7","determin","1"
"7","establish","1"
"7","evid","1"
"7","furthermor","1"
"7","loss","1"
"7","neuron","1"
"7","observ","2"
"7","period","2"
"7","diseas","1"
"7","lead","1"
"7","posit","1"
"7","sever","1"
"7","whether","1"
"7","includ","2"
"7","manag","1"
"7","plausibl","1"
"7","administ","1"
"7","model","1"
"7","neurochem","1"
"7","rat","4"
"7","suggest","1"
"7","across","1"
"7","alert","2"
"7","among","1"
"7","amphetamin","1"
"7","antidepress","1"
"7","begin","1"
"7","bilater","1"
"7","cannabi","1"
"7","cannabidiol","2"
"7","cataplexi","1"
"7","cbd","7"
"7","dark","1"
"7","data","2"
"7","daytim","1"
"7","divers","1"
"7","drug","1"
"7","elimin","1"
"7","enhanc","1"
"7","etc","1"
"7","excess","5"
"7","find","1"
"7","hcrt","4"
"7","hour","1"
"7","hypocretin","1"
"7","hypocretindefici","1"
"7","hypocretinsaporin","1"
"7","hypothalamus","1"
"7","hypothes","1"
"7","idea","1"
"7","inject","2"
"7","laboratori","1"
"7","lesion","2"
"7","light","2"
"7","might","2"
"7","modafinil","1"
"7","narcolepsi","4"
"7","narcolept","1"
"7","narcolepticlik","1"
"7","neurodegen","1"
"7","neurotoxin","1"
"7","nonpsychotrop","1"
"7","orexin","1"
"7","parkinson´","1"
"7","partial","1"
"7","phase","1"
"7","place","1"
"7","postinject","1"
"7","preliminari","2"
"7","prevent","1"
"7","recent","1"
"7","sap","2"
"7","sativa","1"
"7","show","2"
"7","shown","1"
"7","sinc","1"
"7","sleep","2"
"7","sleepi","5"
"7","somnol","2"
"7","take","1"
"7","therapeut","1"
"7","thus","1"
"7","togeth","1"
"7","wakerel","1"
"8","associ","2"
"8","cognit","10"
"8","differ","1"
"8","effect","1"
"8","impair","5"
"8","provok","1"
"8","social","1"
"8","treatment","1"
"8","use","2"
"8","determin","2"
"8","investig","1"
"8","may","1"
"8","protocol","1"
"8","provid","2"
"8","role","1"
"8","capac","1"
"8","deterior","1"
"8","diseas","1"
"8","function","1"
"8","health","1"
"8","high","1"
"8","improv","1"
"8","level","2"
"8","patient","4"
"8","sever","2"
"8","status","2"
"8","marker","1"
"8","mental","2"
"8","negat","1"
"8","report","1"
"8","chang","1"
"8","studi","3"
"8","find","1"
"8","prevent","1"
"8","accord","1"
"8","achiev","1"
"8","aim","1"
"8","alta","1"
"8","although","1"
"8","amplif","1"
"8","approv","1"
"8","assess","2"
"8","attempt","1"
"8","better","1"
"8","biomark","1"
"8","blood","4"
"8","casecontrol","1"
"8","cellfre","1"
"8","cfmtdna","7"
"8","chain","1"
"8","circul","1"
"8","committe","1"
"8","communic","1"
"8","compromis","1"
"8","confer","1"
"8","curv","1"
"8","diminish","1"
"8","dna","2"
"8","dysfunct","1"
"8","ensu","1"
"8","especialidad","1"
"8","ethic","1"
"8","exist","1"
"8","explor","1"
"8","fragment","1"
"8","green","1"
"8","group","1"
"8","help","1"
"8","hospit","2"
"8","hraesm","1"
"8","journal","1"
"8","knowledg","1"
"8","known","2"
"8","life","2"
"8","major","1"
"8","melt","1"
"8","mexican","2"
"8","mild","1"
"8","mitochondri","2"
"8","montreal","1"
"8","obtain","1"
"8","pathogenesi","1"
"8","patient´","1"
"8","peerreview","1"
"8","perform","1"
"8","plan","1"
"8","plasma","4"
"8","polymeras","1"
"8","popul","2"
"8","possibl","2"
"8","project","2"
"8","qualiti","1"
"8","quantifi","1"
"8","reaction","1"
"8","realtim","1"
"8","recruit","1"
"8","region","2"
"8","relationship","1"
"8","research","1"
"8","salud","1"
"8","scale","1"
"8","schizophrenia","2"
"8","scientif","1"
"8","score","1"
"8","sens","1"
"8","specialti","1"
"8","subject","1"
"8","sybr","1"
"8","technolog","1"
"8","therebi","1"
"8","time","1"
"8","will","3"
"8","yet","1"
"9","nervous","1"
"9","present","3"
"9","provok","1"
"9","relat","4"
"9","secondari","1"
"9","social","1"
"9","system","1"
"9","treatment","1"
"9","use","1"
"9","adult","1"
"9","also","1"
"9","complet","1"
"9","involv","1"
"9","loss","1"
"9","mechan","1"
"9","result","1"
"9","stage","1"
"9","affect","3"
"9","can","1"
"9","differenti","1"
"9","diseas","5"
"9","function","1"
"9","improv","1"
"9","lead","1"
"9","patient","2"
"9","progress","1"
"9","review","3"
"9","transplant","1"
"9","individu","2"
"9","manifest","1"
"9","occur","1"
"9","report","1"
"9","risk","1"
"9","well","1"
"9","male","1"
"9","bilater","1"
"9","find","1"
"9","sinc","1"
"9","therapeut","1"
"9","chain","1"
"9","time","1"
"9","abcd","1"
"9","access","1"
"9","accumul","1"
"9","acid","1"
"9","adren","1"
"9","adrenoleukodystrophi","2"
"9","adulthood","1"
"9","advic","1"
"9","aid","1"
"9","appear","1"
"9","approach","1"
"9","besid","1"
"9","bring","1"
"9","case","2"
"9","cell","1"
"9","chromosom","1"
"9","clinic","3"
"9","consist","1"
"9","correl","1"
"9","cortic","1"
"9","corticospin","1"
"9","dementia","1"
"9","diagnosi","1"
"9","diagnost","2"
"9","essenti","1"
"9","evolut","2"
"9","famili","2"
"9","fatti","1"
"9","featur","1"
"9","final","2"
"9","follow","1"
"9","forward","1"
"9","gene","1"
"9","genet","1"
"9","gland","1"
"9","hematopoiet","1"
"9","hereaft","1"
"9","imag","2"
"9","initi","2"
"9","labor","1"
"9","late","1"
"9","literatur","1"
"9","long","1"
"9","lorenzo","1"
"9","malfunct","1"
"9","matter","1"
"9","multipl","1"
"9","mutat","1"
"9","neurologist","1"
"9","nowaday","1"
"9","object","1"
"9","oil","1"
"9","onset","2"
"9","other","1"
"9","paraparesi","1"
"9","pathway","1"
"9","peroxisom","1"
"9","precipit","1"
"9","princip","1"
"9","problem","2"
"9","prompt","1"
"9","propos","1"
"9","quest","1"
"9","recognit","1"
"9","screen","1"
"9","spastic","1"
"9","specif","1"
"9","stem","1"
"9","substanti","1"
"9","support","1"
"9","thrill","1"
"9","tool","1"
"9","treat","1"
"9","uncommon","1"
"9","understood","1"
"9","unfortun","1"
"9","variabl","1"
"9","vlcfa","1"
"9","white","1"
"10","activ","6"
"10","behavior","1"
"10","dopaminerg","2"
"10","effect","4"
"10","evalu","2"
"10","field","1"
"10","impair","2"
"10","mice","3"
"10","provok","1"
"10","test","1"
"10","use","1"
"10","addit","2"
"10","adult","1"
"10","agonist","1"
"10","analysi","1"
"10","astrocyt","1"
"10","brain","1"
"10","determin","1"
"10","fulfil","1"
"10","longterm","2"
"10","ltp","2"
"10","mous","1"
"10","neuron","2"
"10","oxid","3"
"10","plastic","2"
"10","postsynapt","1"
"10","receptor","5"
"10","respons","1"
"10","sub","1"
"10","synapt","2"
"10","transmiss","1"
"10","affect","1"
"10","chronic","1"
"10","damag","1"
"10","defici","1"
"10","diseas","1"
"10","function","1"
"10","inflammatori","1"
"10","length","3"
"10","marker","1"
"10","well","1"
"10","administ","2"
"10","dendrit","3"
"10","excitatori","1"
"10","gfap","1"
"10","howev","1"
"10","potenti","2"
"10","studi","2"
"10","prevent","1"
"10","show","1"
"10","aim","1"
"10","biomark","1"
"10","region","2"
"10","final","1"
"10","treat","1"
"10","apomorphin","9"
"10","area","1"
"10","balanc","1"
"10","dopamin","4"
"10","dsub","1"
"10","electrophysiolog","1"
"10","fepsp","1"
"10","fulli","1"
"10","golgicox","1"
"10","henc","1"
"10","hippocampus","5"
"10","immunohistochemistri","1"
"10","indic","1"
"10","learn","3"
"10","likewis","1"
"10","maze","1"
"10","measur","1"
"10","memori","3"
"10","morpholog","1"
"10","morri","1"
"10","motor","1"
"10","nonmotor","1"
"10","nonselect","2"
"10","parkinson","1"
"10","poor","1"
"10","reactiv","1"
"10","record","1"
"10","redox","1"
"10","reduc","2"
"10","respect","1"
"10","sholl","1"
"10","stain","1"
"10","stress","3"
"10","subdsub","1"
"10","total","1"
"10","trigger","1"
"10","unclear","1"
"10","water","1"
"10"," day","1"
"10"," mg","1"
"11","alter","1"
"11","cognit","1"
"11","differ","1"
"11","effect","1"
"11","main","1"
"11","present","1"
"11","system","3"
"11","brain","1"
"11","defin","1"
"11","form","3"
"11","furthermor","1"
"11","import","1"
"11","loss","1"
"11","neuron","2"
"11","receptor","1"
"11","role","1"
"11","can","1"
"11","diseas","3"
"11","function","1"
"11","level","1"
"11","metabol","1"
"11","rang","1"
"11","review","1"
"11","sever","1"
"11","summar","1"
"11","well","1"
"11","chang","2"
"11","death","1"
"11","potenti","1"
"11","studi","1"
"11","suggest","1"
"11","toxic","1"
"11","shown","1"
"11","therapeut","1"
"11","dysfunct","2"
"11","knowledg","1"
"11","plasma","1"
"11","relationship","1"
"11","accumul","2"
"11","featur","1"
"11","trigger","1"
"11","aggreg","1"
"11","alzheim","3"
"11","amyloid","2"
"11","aβ","3"
"11","basal","2"
"11","betasheet","1"
"11","cholesterol","1"
"11","cholinerg","3"
"11","conform","1"
"11","content","1"
"11","contribut","2"
"11","current","1"
"11","diseasemodifi","1"
"11","distribut","1"
"11","extens","1"
"11","goal","1"
"11","insolubl","1"
"11","intern","1"
"11","lipid","2"
"11","membran","2"
"11","membranebound","1"
"11","monomer","1"
"11","neurit","1"
"11","nps","1"
"11","oligomer","1"
"11","one","1"
"11","particular","1"
"11","peptid","4"
"11","phosphoryl","1"
"11","plaqu","1"
"11","presenc","1"
"11","product","1"
"11","signific","1"
"11","structur","1"
"11","subsequ","1"
"11","tau","1"
"11","therapi","1"
"11","undergo","1"
"12","activ","2"
"12","associ","1"
"12","cognit","2"
"12","impair","1"
"12","interact","1"
"12","isol","1"
"12","social","2"
"12","system","1"
"12","addit","1"
"12","analysi","1"
"12","depress","1"
"12","develop","1"
"12","end","1"
"12","form","1"
"12","may","1"
"12","oxid","2"
"12","probabl","1"
"12","receptor","1"
"12","result","2"
"12","spike","1"
"12","challeng","1"
"12","declin","1"
"12","diseas","2"
"12","due","1"
"12","function","1"
"12","health","1"
"12","inflamm","1"
"12","inflammatori","2"
"12","lead","1"
"12","level","3"
"12","olfactori","1"
"12","patient","3"
"12","protein","1"
"12","sever","1"
"12","age","1"
"12","marker","1"
"12","risk","2"
"12","turn","1"
"12","well","1"
"12","higher","1"
"12","increas","4"
"12","among","1"
"12","thus","1"
"12","known","1"
"12","major","1"
"12","relationship","1"
"12","measur","1"
"12","stress","2"
"12","trigger","1"
"12","alzheim","2"
"12","one","1"
"12","presenc","1"
"12","ace","2"
"12","angiotensinconvert","1"
"12","anxieti","1"
"12","apoeε","2"
"12","apolipoprotein","1"
"12","bind","1"
"12","calm","1"
"12","care","1"
"12","cascad","1"
"12","comorbid","1"
"12","context","1"
"12","covid","2"
"12","enzym","1"
"12","especi","1"
"12","factor","2"
"12","healthcar","1"
"12","invad","1"
"12","isoform","1"
"12","keep","1"
"12","led","1"
"12","microglia","1"
"12","need","1"
"12","nerv","2"
"12","neurodegener","1"
"12","neuroinflamm","1"
"12","pandem","2"
"12","pathophysiolog","1"
"12","proven","1"
"12","sarscov","4"
"12","situat","1"
"12","strategi","1"
"12","synergist","1"
"12","term","1"
"12","therefor","1"
"13","anim","1"
"13","associ","2"
"13","differ","1"
"13","disord","1"
"13","evalu","1"
"13","analysi","1"
"13","brain","3"
"13","character","1"
"13","clear","1"
"13","develop","1"
"13","furthermor","1"
"13","mechan","1"
"13","neuron","1"
"13","oxid","3"
"13","receptor","1"
"13","accompani","1"
"13","common","1"
"13","diseas","1"
"13","identif","1"
"13","interconnect","1"
"13","lead","1"
"13","level","1"
"13","olfactori","1"
"13","administr","1"
"13","howev","1"
"13","increas","1"
"13","model","3"
"13","paramet","1"
"13","rat","1"
"13","singl","1"
"13","suggest","1"
"13","find","1"
"13","neurodegen","1"
"13","recent","1"
"13","therapeut","1"
"13","aim","1"
"13","biomark","1"
"13","dysfunct","3"
"13","mitochondri","3"
"13","region","1"
"13","will","1"
"13","accumul","1"
"13","correl","1"
"13","peroxisom","1"
"13","area","2"
"13","hippocampus","1"
"13","parkinson","1"
"13","stress","3"
"13","trigger","1"
"13","aggreg","1"
"13","contribut","1"
"13","bind","1"
"13","neurodegener","4"
"13","pathophysiolog","1"
"13","alpha","1"
"13","anatom","1"
"13","biochem","1"
"13","bssg","2"
"13","bulb","1"
"13","compacta","1"
"13","complex","2"
"13","constitut","1"
"13","cytoplasm","1"
"13","earli","1"
"13","elucid","1"
"13","gamma","1"
"13","highaffin","1"
"13","interest","1"
"13","intranigr","1"
"13","manner","1"
"13","misfold","1"
"13","neurotox","1"
"13","new","1"
"13","nigra","1"
"13","nitros","1"
"13","par","1"
"13","pattern","1"
"13","ppar","1"
"13","pparα","1"
"13","pparγ","1"
"13","prionlik","1"
"13","produc","1"
"13","proliferatoractiv","1"
"13","silico","1"
"13","site","1"
"13","spread","2"
"13","striatum","1"
"13","subset","1"
"13","substantia","1"
"13","target","1"
"13","tempor","1"
"13","worldwid","1"
"13","αsyn","1"
"13","αsynuclein","1"
"13","αsynucleinopathi","6"
"13","βdglucosid","1"
"13","βsitosterol","1"
"14","activ","1"
"14","associ","1"
"14","cognit","2"
"14","effect","2"
"14","impair","2"
"14","induc","1"
"14","mice","1"
"14","relat","2"
"14","treatment","1"
"14","character","1"
"14","found","1"
"14","observ","2"
"14","postnat","1"
"14","respons","2"
"14","result","1"
"14","stage","2"
"14","deficit","2"
"14","diseas","2"
"14","level","1"
"14","metabol","1"
"14","molecul","1"
"14","multifactori","1"
"14","patholog","1"
"14","protein","1"
"14","age","1"
"14","consortia","1"
"14","dysbiosi","1"
"14","gut","2"
"14","report","1"
"14","well","1"
"14","chang","1"
"14","model","1"
"14","suggest","1"
"14","divers","1"
"14","assess","1"
"14","possibl","1"
"14","correl","1"
"14","pathway","1"
"14","specif","2"
"14","hippocampus","2"
"14","memori","3"
"14","reduc","2"
"14","trigger","1"
"14","aggreg","1"
"14","alzheim","2"
"14","aβ","3"
"14","tau","3"
"14","factor","1"
"14","alpha","1"
"14","earli","2"
"14","abund","1"
"14","abx","1"
"14","amyloidosi","1"
"14","antibiot","1"
"14","bacteri","2"
"14","bacteria","1"
"14","bgm","4"
"14","biosynthesi","1"
"14","cerebr","1"
"14","chronicantibiot","1"
"14","day","1"
"14","delay","1"
"14","deposit","2"
"14","dysbiosisdysbiosi","2"
"14","etiolog","1"
"14","gestat","1"
"14","hyperphosphoryl","1"
"14","lactat","1"
"14","microbiota","2"
"14","month","1"
"14","mother","1"
"14","neuroinflammatori","2"
"14","offspr","1"
"14","preclin","1"
"14","protect","1"
"14","ptau","1"
"14","rescu","1"
"14","spatial","2"
"14","symptomat","2"
"14","transfer","1"
"14","vertic","1"
"14","xtg","2"
"14","βamyloid","2"
"15","associ","2"
"15","caus","1"
"15","effect","1"
"15","induc","1"
"15","interact","1"
"15","main","1"
"15","nervous","1"
"15","present","1"
"15","relat","1"
"15","system","3"
"15","allow","1"
"15","also","1"
"15","analysi","1"
"15","brain","2"
"15","cortex","1"
"15","defin","2"
"15","develop","2"
"15","establish","1"
"15","evid","1"
"15","involv","1"
"15","probabl","1"
"15","respons","1"
"15","affect","1"
"15","chronic","3"
"15","damag","1"
"15","detect","1"
"15","diseas","8"
"15","due","1"
"15","inflamm","2"
"15","inflammatori","1"
"15","like","1"
"15","patholog","1"
"15","review","1"
"15","sever","2"
"15","axi","6"
"15","condit","1"
"15","consid","2"
"15","dysbiosi","4"
"15","gut","4"
"15","gutbrain","3"
"15","intestin","3"
"15","risk","1"
"15","base","1"
"15","chang","1"
"15","experiment","2"
"15","higher","1"
"15","model","1"
"15","part","1"
"15","studi","2"
"15","neurodegen","7"
"15","recent","1"
"15","thus","2"
"15","aim","1"
"15","communic","6"
"15","exist","2"
"15","possibl","1"
"15","relationship","1"
"15","yet","1"
"15","besid","1"
"15","dementia","1"
"15","onset","1"
"15","propos","1"
"15","hippocampus","1"
"15","likewis","1"
"15","trigger","2"
"15","nerv","3"
"15","anatom","2"
"15","complex","1"
"15","produc","1"
"15","bacteria","3"
"15","microbiota","5"
"15","neuroinflammatori","1"
"15","bacteriacel","1"
"15","bidirect","1"
"15","cardiovascular","2"
"15","caviti","1"
"15","compil","1"
"15","conclud","1"
"15","constant","2"
"15","creat","2"
"15","cycl","1"
"15","depend","1"
"15","dysbiot","3"
"15","favor","1"
"15","generat","1"
"15","get","1"
"15","gingivali","1"
"15","immun","2"
"15","injuri","1"
"15","keyston","1"
"15","least","1"
"15","lowgrad","2"
"15","mouth","1"
"15","noncommunic","2"
"15","oral","4"
"15","oralbrain","2"
"15","oralgut","2"
"15","oralgutbrain","3"
"15","organ","1"
"15","paper","1"
"15","pathogen","1"
"15","periodont","6"
"15","phenomena","1"
"15","porphyromona","1"
"15","predisposit","1"
"15","qualit","1"
"15","select","2"
"15","simultan","1"
"15","specul","1"
"15","strengthen","1"
"15","swallow","1"
"15","trigemin","2"
"15","uncov","1"
"15","vagus","2"
"15","via","1"
"15","whose","1"
"16","activ","3"
"16","alter","7"
"16","associ","1"
"16","behavior","1"
"16","cognit","1"
"16","disord","4"
"16","effect","1"
"16","glutamaterg","1"
"16","passiv","1"
"16","rodent","1"
"16","symptom","1"
"16","brain","1"
"16","channel","2"
"16","determin","1"
"16","develop","1"
"16","express","1"
"16","longterm","1"
"16","may","2"
"16","neuron","2"
"16","respons","1"
"16","sub","2"
"16","sup","2"
"16","type","2"
"16","decreas","1"
"16","function","1"
"16","cellular","1"
"16","psychiatr","3"
"16","risk","1"
"16","well","1"
"16","chang","1"
"16","dendrit","2"
"16","excit","2"
"16","hippocamp","1"
"16","howev","1"
"16","increas","3"
"16","pyramid","1"
"16","studi","2"
"16","find","1"
"16","togeth","1"
"16","schizophrenia","1"
"16","therebi","1"
"16","cell","1"
"16","consist","1"
"16","area","1"
"16","balanc","1"
"16","electrophysiolog","2"
"16","hippocampus","2"
"16","likewis","1"
"16","morpholog","1"
"16","reduc","2"
"16","trigger","1"
"16","contribut","3"
"16","current","1"
"16","membran","1"
"16","pathophysiolog","1"
